LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Senior Lifetime Neutered Male,GOLDENDOODLE,CREAM,WATSON,15102,2099,8/28/2013 3:26:47 PM
Dog Senior Lifetime Spayed Female,W HGHLND WH TERRIER,WHITE/BLACK,OREO,15146,2099,8/28/2013 3:26:48 PM
Dog Lifetime Neutered Male,BEAGLE,BLACK/TAN,ROCKY,15220,2099,8/28/2013 3:32:16 PM
Dog Lifetime Duplicate,BEAGLE,BLACK/TAN,ROCKY,15220,2099,7/17/2018 2:09:55 PM
Dog Lifetime Neutered Male,NORFOLK TERRIER,BLACK/TAN,ARCHIE,15090,2099,8/28/2013 3:34:53 PM
Dog Lifetime Neutered Male,LAB MIX,BLACK,HENRY,15122,2099,9/4/2013 8:49:40 AM
Dog Lifetime Neutered Male,COCKAPOO,BLACK,WATSON,15024,2099,9/4/2013 8:49:34 AM
Dog Lifetime Spayed Female,ENG SPRINGER SPANIE,RED,ARIEL,15146,2099,9/4/2013 8:49:39 AM
Dog Lifetime Neutered Male,GER SHEPHERD MIX,BLACK/RED,FINN,15108,2099,8/30/2013 3:30:30 PM
Dog Lifetime Spayed Female,PORTUGESE WATER DOG,WHITE/BLACK,SPLASH,15143,2099,8/30/2013 3:30:31 PM
Dog Lifetime Duplicate,PORTUGESE WATER DOG,WHITE/BLACK,SPLASH,15143,2099,2/27/2019 2:14:40 PM
Dog Lifetime Spayed Female,HAVANESE,WHITE/TAN,MOLLY ROACH,15044,2099,8/30/2013 3:33:49 PM
Dog Lifetime Neutered Male,SIB HUSKY,WHITE/BLACK,KONA AKELA,15102,2099,9/3/2013 9:57:50 AM
Dog Lifetime Neutered Male,ALAS MALAMUTE,WHITE/BLACK,MAX,15147,2099,9/3/2013 10:07:06 AM
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/TAN,FRED,15205,2099,2/12/2015 3:51:16 PM
Dog Lifetime Neutered Male,BULLDOG,WHITE/RED,FRANKIE,15227,2099,9/3/2013 10:35:08 AM
Dog Lifetime Spayed Female,RETRIEVER MIX,GOLD,CAMO,15045,2099,9/3/2013 10:38:07 AM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,REMI,15120,2099,9/3/2013 10:41:43 AM
Dog Lifetime Neutered Male,SCHNAUZER MIN,BLACK,SHAGGY,15139,2099,9/3/2013 10:53:56 AM
Dog Lifetime Neutered Male,SCHNAUZER MIN,BLACK,SCOOBY,15139,2099,9/3/2013 10:59:40 AM
Dog Lifetime Spayed Female,AM PIT BULL TERRIER,WHITE/RED,TINK,15239,2099,9/3/2013 11:12:39 AM
Dog Lifetime Duplicate,AM PIT BULL TERRIER,WHITE/RED,TINK,15239,2099,4/3/2015 11:53:59 AM
Dog Lifetime Spayed Female,ROTTWEILER,BLACK,BERLIN,15239,2099,9/3/2013 11:33:13 AM
Dog Lifetime Duplicate,ROTTWEILER,BLACK,BERLIN,15239,2099,11/9/2017 8:58:31 AM
Dog Lifetime Neutered Male,PUG,FAWN,PUGSLY,15139,2099,9/3/2013 2:18:41 PM
Dog Senior Lifetime Neutered Male,MIXED,BLACK/BROWN,WIGGLES,15139,2099,9/3/2013 2:55:18 PM
Dog Lifetime Neutered Male,MALTESE MIX,WHITE,SARGE,15045,2099,9/5/2013 8:36:09 AM
Dog Lifetime Spayed Female,SHETLAND SHEEPDOG,SPOTTED,MAGGIE,15228,2099,9/5/2013 8:36:10 AM
Dog Lifetime Spayed Female,AUS CATTLE DOG,BLUE,HANNAH,15108,2099,9/5/2013 9:23:01 AM
Dog Lifetime Spayed Female,BERNESE MTN DOG,WHITE/BLACK/BROWN,MINNIE,15237,2099,9/5/2013 10:06:32 AM
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,MIKA,15332,2099,3/12/2014 9:05:30 AM
Dog Lifetime Neutered Male,MALTESE,WHITE,LEVI,15122,2099,9/5/2013 10:47:38 AM
Dog Lifetime Male,LABRADOR RETRIEVER,BLACK,REGGIE,16046,2099,9/5/2013 10:47:39 AM
Dog Senior Lifetime Neutered Male,POODLE TOY,WHITE,DYLAN,15044,2099,9/5/2013 12:55:48 PM
Dog Lifetime Spayed Female,FOX TERRIER WIRE,WHITE/BLACK/BROWN,STELLA,15241,2099,9/6/2013 8:43:16 AM
Dog Lifetime Neutered Male,BEAGLE MIX,WHITE/BLACK,MOJO,15144,2099,7/21/2020 11:03:18 AM
Dog Lifetime Spayed Female,BULL TERRIER,BROWN,BELLE,15202,2099,9/5/2013 3:27:16 PM
Dog Lifetime Neutered Male,SHIH TZU,WHITE/BLACK,GABE,15025,2099,9/5/2013 3:30:26 PM
Dog Lifetime Neutered Male,AM PIT BULL TERRIER,WHITE/BROWN,TYSON,15108,2099,9/5/2013 3:43:57 PM
Dog Lifetime Spayed Female,AM PIT BULL TERRIER,WHITE/BLACK,JAZZY,15108,2099,9/5/2013 3:43:57 PM
Dog Lifetime Spayed Female,NORW ELKHOUND,BLACK/GREY,LUNA,15025,2099,9/5/2013 3:46:50 PM
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK,ANGUS,15235,2099,9/5/2013 3:58:17 PM
Dog Lifetime Male,CHIHUAHUA MIX,BLACK,MAXIMUS,15243,2099,9/6/2013 10:59:22 AM
Dog Senior Lifetime Neutered Male,SHEPHERD MIX,WHITE/BLACK,MUSTANG,15044,2099,9/9/2013 9:31:44 AM
Dog Lifetime Duplicate,SHEPHERD MIX,WHITE/BLACK,MUSTANG,15044,2099,11/7/2014 9:31:11 AM
Dog Lifetime Neutered Male,BEAGLE MIX,BROWN,LOKI,15120,2099,9/9/2013 9:35:06 AM
Dog Lifetime Spayed Female,LAB MIX,BROWN,SANDY,15236,2099,9/9/2013 9:37:39 AM
Dog Senior Lifetime Neutered Male,YORKSHIRE TERR MIX,BLACK/TAN,BOOMER,15147,2099,9/9/2013 9:40:09 AM
Dog Lifetime Spayed Female,FOX TERRIER TOY,WHITE/BLACK/BROWN,PENNY,15227,2099,9/9/2013 9:43:37 AM
Dog Lifetime Neutered Male,AUS SHEPHERD,WHITE/BLACK/BROWN,RUGER,15102,2099,9/9/2013 9:50:21 AM
Dog Lifetime Spayed Female,MIXED,WHITE/BROWN,HONEY,15235,2099,9/1/2016 4:16:07 PM
Dog Lifetime Spayed Female,BEAGLE,WHITE/BLACK/BROWN,DAISY,15101,2099,12/15/2015 9:57:59 AM
Dog Lifetime Female,LLEWELLIN SETTER,WHITE/ORANGE,KATE,15065,2099,9/9/2013 10:14:20 AM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,MAX,15241,2099,9/9/2013 2:09:41 PM
Dog Senior Lifetime Neutered Male,SCHNAUZER MIN,BLACK/SILVER,BOOMER,15129,2099,9/9/2013 3:19:52 PM
Dog Lifetime Spayed Female,AUS CATTLE DOG,WHITE/BLACK,PIPPA,15122,2099,9/9/2013 3:19:52 PM
Dog Lifetime Spayed Female,MALTESE,WHITE,CLOVEY,15143,2099,10/21/2013 8:41:19 AM
Dog Lifetime Spayed Female,POODLE MIX,BLACK,ZILLY,15143,2099,3/25/2014 12:33:48 PM
Dog Lifetime Spayed Female,ROTTWEILER,BLACK/BROWN,CHLOE,15205,2099,9/10/2013 2:17:53 PM
Dog Senior Lifetime Spayed Female,SCOTTISH TERRIER,BLACK,MAGGIE,15148,2099,9/11/2013 8:39:20 AM
Dog Senior Lifetime Neutered Male,POODLE TOY,RED,JAKE,15239,2099,12/13/2013 9:01:18 AM
Dog Lifetime Female,BOSTON TERRIER,WHITE/BRINDLE,SALLY,15122,2099,9/11/2013 1:31:39 PM
Dog Lifetime Male,SHETLAND SHEEPDOG,WHITE/BLACK,ICEE,15205,2099,9/11/2013 1:34:08 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,TITUS,15221,2099,9/12/2013 8:56:09 AM
Dog Out of County Transfer - Lifetime,SHEPHERD MIX,BLACK/BRINDLE,DANTE,15025,2099,9/11/2013 3:01:05 PM
Dog Lifetime Male,NORW ELKHOUND,BLACK/BROWN,LOGI,15101,2099,9/11/2013 3:03:32 PM
Dog Lifetime Duplicate,NORW ELKHOUND,BLACK/BROWN,LOGI,15101,2099,3/2/2015 11:07:32 AM
Dog Lifetime Neutered Male,DACHSHUND,RED,DOLLAR,15108,2099,9/11/2013 3:06:06 PM
Dog Senior Lifetime Spayed Female,SHETLAND SHEEPDOG,SABLE/WHITE,ANTHEM,15025,2099,9/11/2013 3:19:25 PM
Dog Lifetime Neutered Male,BLUETICK COONHOUND,BLACK/BROWN,CROCKETT,15237,2099,9/12/2013 2:45:13 PM
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN/GREY,GIZMO,15209,2099,9/12/2013 3:11:48 PM
Dog Lifetime Neutered Male,BORDER TERRIER,WHITE/BLACK,SKIPPY,15120,2099,9/12/2013 3:56:53 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,TANNER,15236,2099,9/13/2013 2:01:06 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,CALEIGH,15044,2099,9/13/2013 2:11:10 PM
Dog Lifetime Spayed Female,CHIHUAHUA,BLACK,OLIVE,15044,2099,9/13/2013 2:22:57 PM
Dog Senior Lifetime Spayed Female,DOBERMAN PINSCHER,BLACK,BELLA,15205,2099,9/13/2013 2:31:50 PM
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/TAN,SUNNY,15236,2099,9/13/2013 3:28:15 PM
Dog Senior Lifetime Neutered Male,CHIHUAHUA MIX,WHITE/BROWN,JAKE VADER,15122,2099,9/13/2013 3:30:02 PM
Dog Senior Lifetime Spayed Female,SCHNAUZER MIN,GREY,SASHA,15122,2099,9/13/2013 3:46:54 PM
Dog Senior Lifetime Spayed Female,BEAGLE,TRI-COLOR,MAGGIE MAY,15137,2099,9/13/2013 4:01:35 PM
Dog Lifetime Neutered Male,GREAT DANE,BLUE,OTIS,15202,2099,9/16/2013 11:08:41 AM
Dog Lifetime Neutered Male,WELSH CORGI PEMBROK,MULTI,BARKLEY,15202,2099,9/16/2013 11:26:40 AM
Dog Lifetime Spayed Female,SLOVENSKY CUVAC,WHITE,ROXY,15227,2099,9/16/2013 11:57:53 AM
Dog Lifetime Male,DALMATIAN,WHITE/BLACK,BLAZE,15147,2099,9/16/2013 2:40:33 PM
Dog Lifetime Duplicate,DALMATIAN,WHITE/BLACK,BLAZE,15147,2099,11/3/2016 1:27:21 PM
Dog Lifetime Neutered Male,AUS SHEPHERD,SPOTTED,COMET,15202,2099,9/16/2013 2:40:34 PM
Dog Lifetime Spayed Female,CHIHUAHUA,SPOTTED,LUNA,15202,2099,9/16/2013 2:40:34 PM
Dog Lifetime Spayed Female,YORKSHIRE TERR MIX,TAN,PIPPA,15122,2099,9/16/2013 2:40:32 PM
Dog Lifetime Neutered Male,DALMATIAN,WHITE/BLACK,LOUIE,15102,2099,9/16/2013 1:38:06 PM
Dog Lifetime Duplicate,DALMATIAN,WHITE/BLACK,LOUIE,15102,2099,12/8/2014 10:51:07 AM
Dog Lifetime Duplicate,DALMATIAN,WHITE/BLACK,LOUIE,15102,2099,9/28/2016 3:54:43 PM
Dog Lifetime Duplicate,DALMATIAN,WHITE/BLACK,LOUIE,15102,2099,9/28/2016 3:54:43 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,RED,BLAZEN,15236,2099,9/16/2013 2:40:32 PM
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,GYPSY,15020,2099,9/16/2013 4:01:02 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,HOOCH,15020,2099,9/16/2013 4:04:38 PM
Dog Lifetime Neutered Male,WELSH CORGI CARDIGA,WHITE/BLACK/BROWN,FLASH,15065,2099,9/16/2013 4:21:17 PM
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,BAYLEE,15084,2099,3/6/2017 3:28:55 PM
Dog Lifetime Neutered Male,MIXED,WHITE/BROWN,BAUER,15044,2099,9/18/2013 8:45:36 AM
Dog Lifetime Neutered Male,SHEPHERD MIX,WHITE/BROWN,REX,15122,2099,2/10/2014 3:18:19 PM
Dog Lifetime Spayed Female,MALTESE,WHITE,ANGEL,15133,2099,9/19/2013 8:39:34 AM
Dog Senior Lifetime Neutered Male,LAB MIX,BLACK,ROCCO,15237,2099,6/21/2016 2:09:39 PM
Dog Lifetime Spayed Female,BEAGLE,MULTI,MARLEAU,15071,2099,2/27/2014 3:30:35 PM
Dog Lifetime Spayed Female,MORKIE,WHITE,POPPY HOCKMAN,15142,2099,9/20/2013 8:57:36 AM
Dog Lifetime Neutered Male,BOXER MIX,BLACK/BROWN,LUCKY,15037,2099,9/20/2013 8:57:41 AM
Dog Senior Lifetime Male,YORKSHIRE TERR MIX,WHITE/BLACK/BROWN,FLIN,15238,2099,9/19/2013 3:06:50 PM
Dog Lifetime Duplicate,YORKSHIRE TERR MIX,WHITE/BLACK/BROWN,FLIN,15238,2099,5/1/2014 3:40:02 PM
Dog Lifetime Spayed Female,SIB HUSKY,WHITE/BLACK/BROWN,KITA,15071,2099,9/19/2013 3:19:09 PM
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/BROWN,LAMBERT,15146,2099,9/20/2013 9:42:32 AM
Dog Lifetime Spayed Female,LAB MIX,BLACK,CHARLIE GIRL,15122,2099,9/23/2013 8:39:32 AM
Dog Lifetime Spayed Female,LABRADOODLE,BROWN,SCOUT,15243,2099,9/24/2013 8:47:30 AM
Dog Lifetime Neutered Male,MORKIE,WHITE/TAN,MURPHY,15090,2099,9/24/2013 8:47:31 AM
Dog Lifetime Neutered Male,POODLE STANDARD,WHITE/BLACK/BROWN,CHOPS,15235,2099,9/24/2013 8:47:33 AM
Dog Lifetime Neutered Male,ROTTWEILER,BLACK/TAN,KIRBY,15044,2099,9/24/2013 8:47:33 AM
Dog Lifetime Female,GOLDEN RETRIEVER,BLONDE,JESSIE,15239,2099,9/23/2013 2:30:26 PM
Dog Lifetime Duplicate,GOLDEN RETRIEVER,BLONDE,JESSIE,15239,2099,4/13/2017 1:34:09 PM
Dog Senior Lifetime Spayed Female,WELSH CORGI PEMBROK,SABLE/WHITE,SANDY BEACHES,15025,2099,9/23/2013 2:48:11 PM
Dog Senior Lifetime Spayed Female,MALTI-POO,TAN,GEORGE,15025,2099,9/24/2013 11:25:45 AM
Dog Lifetime Spayed Female,POODLE STANDARD,WHITE/BLACK,CHLOE,15101,2099,9/24/2013 1:03:08 PM
Dog Lifetime Neutered Male,GER SHEPHERD MIX,BLACK/BROWN,GRIZZLY,15144,2099,9/24/2013 1:08:15 PM
Dog Lifetime Spayed Female,MALTESE MIX,WHITE/BLACK,DELILAH,15216,2099,9/24/2013 1:16:24 PM
Dog Lifetime Neutered Male,GER SHEPHERD MIX,TAN,HARVEY,15018,2099,9/24/2013 1:22:36 PM
Dog Lifetime Neutered Male,MIXED,BLACK,STEWIE,15143,2099,9/25/2013 8:39:46 AM
Dog Senior Lifetime Neutered Male,POODLE STANDARD,BLACK,BODI,15216,2099,9/24/2013 2:40:53 PM
Dog Lifetime Spayed Female,LAB MIX,WHITE/BLACK,ASTRAEA,15136,2099,6/23/2014 2:38:35 PM
Dog Lifetime Duplicate,LAB MIX,WHITE/BLACK,ASTRAEA,15136,2099,4/5/2016 10:57:02 AM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,CHOCOLATE,DUKE,15015,2099,9/25/2013 8:39:53 AM
Dog Lifetime Duplicate,LABRADOR RETRIEVER,CHOCOLATE,DUKE,15015,2099,1/4/2019 2:33:38 PM
Dog Lifetime Spayed Female,AUS SHEPHERD,WHITE/BLACK/BROWN,SIDNEY,15229,2099,9/25/2013 12:22:25 PM
Dog Lifetime Spayed Female,BEAGLE MIX,WHITE/BLACK,DAISY MAE,15045,2099,10/17/2013 4:17:15 PM
Dog Lifetime Spayed Female,MIXED,MERLE,SYDNEY,15068,2099,9/26/2013 9:49:51 AM
Dog Lifetime Neutered Male,SCHNAUZER MIN,BLACK,TOBY,15037,2099,9/26/2013 1:05:01 PM
Dog Lifetime Neutered Male,BEAGLE,WHITE/BLACK/BROWN,TUCKER,15237,2099,9/27/2013 8:43:43 AM
Dog Lifetime Spayed Female,MORKIE,WHITE/BLACK,MARTINI,15120,2099,9/26/2013 2:41:40 PM
Dog Lifetime Spayed Female,LAB MIX,GOLD,KINZEE,15090,2099,9/26/2013 2:45:52 PM
Dog Lifetime Neutered Male,DOBERMAN PINSCHER,BLACK/RED,REX,15235,2099,9/26/2013 2:56:15 PM
Dog Senior Lifetime Spayed Female,CHIHUAHUA MIX,WHITE/RED,ELIZABETH TAYLOR,15145,2099,9/26/2013 3:17:05 PM
Dog Lifetime Spayed Female,MIXED,WHITE,LIZZIE 111,15132,2099,9/27/2013 12:40:57 PM
Dog Lifetime Neutered Male,PHARAOH HOUND,WHITE,LUX0R,15234,2099,10/1/2013 8:57:20 AM
Dog Lifetime Spayed Female,PEEKAPOO,WHITE/BLACK,CUDDLES,15102,2099,9/30/2013 10:59:45 AM
Dog Lifetime Spayed Female,ROTTWEILER,BLACK/BROWN,DEJA VU,15037,2099,10/1/2013 11:03:39 AM
Dog Lifetime Spayed Female,AUS SHEPHERD,WHITE/BLACK/BROWN,SWEETIE,15108,2099,10/1/2013 1:36:55 PM
Dog Senior Lifetime Spayed Female,LAB MIX,BRINDLE,SADIE,15122,2099,10/1/2013 1:50:01 PM
Dog Lifetime Neutered Male,COCKER SPANIEL,BLACK,BENJI,15235,2099,10/2/2013 8:50:15 AM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,ELLE,15237,2099,10/2/2013 8:50:17 AM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,CHOCOLATE,TOBY,15146,2099,4/17/2014 10:51:45 AM
Dog Senior Lifetime Spayed Female,DOBERMAN PINSCHER,BLACK/TAN,SADIE,15090,2099,10/2/2013 10:24:31 AM
Dog Inter County Transfer - Lifetime,BOXER MIX,BRINDLE,BOWSER,15227,2099,10/2/2013 1:31:38 PM
Dog Senior Lifetime Spayed Female,POODLE MIX,BLACK/TAN,CHLOE,15642,2099,10/2/2013 2:51:36 PM
Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,CHLOE,15133,2099,10/2/2013 2:55:49 PM
Dog Inter County Transfer - Lifetime,MIXED,WHITE/BLACK,MIA,15120,2099,10/2/2013 2:59:37 PM
Dog Senior Lifetime Neutered Male,CAV KING CHAR SPANI,WHITE/BROWN,REGGIE,15218,2099,10/3/2013 10:32:02 AM
Dog Lifetime Neutered Male,SHIH TZU MIX,WHITE/BLACK/BROWN,TEDDY,15102,2099,10/3/2013 11:02:11 AM
Dog Lifetime Neutered Male,BOSTON TERRIER,WHITE/BLACK,LUCKY,15044,2099,10/3/2013 11:02:12 AM
Dog Lifetime Spayed Female,LAB MIX,WHITE/BLACK,RAVEN,15235,2099,10/3/2013 12:41:21 PM
Dog Lifetime Spayed Female,SHEPHERD MIX,BLACK/BROWN,LUNA,15110,2099,2/3/2014 3:26:18 PM
Dog Lifetime Neutered Male,PARSON RUSSELL TERR,WHITE/TAN,DALE,15044,2099,2/4/2015 11:33:47 AM
Dog Lifetime Spayed Female,TAG,BLACK/TAN,MUFFIN,15216,2099,6/5/2019 12:18:22 PM
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,MAVERICK,15108,2099,10/4/2013 12:14:30 PM
Dog Lifetime Neutered Male,GREYHOUND,BLACK,WE,15147,2099,10/8/2013 8:23:03 AM
Dog Out of County Transfer - Lifetime,POODLE MIX,BLACK WITH WHITE,PATRICK DUNCAN,15108,2099,10/7/2013 9:48:56 AM
Dog Lifetime Spayed Female,MIXED,BROWN,MARIPOSA,15236,2099,10/7/2013 9:49:59 AM
Dog Lifetime Neutered Male,SHIH TZU,BLACK,CHANCE,15235,2099,5/23/2016 3:09:40 PM
Dog Lifetime Neutered Male,MIXED,BLACK,THOMAS J,15122,2099,10/7/2013 10:26:34 AM
Dog Lifetime Spayed Female,SCHNAUZER MIN,BLACK,CALLIE,15146,2099,10/7/2013 10:26:34 AM
Dog Out of County Transfer - Lifetime,GREYHOUND,BRINDLE,CHIP,15106,2099,10/7/2013 10:11:40 AM
Dog Out of County Transfer - Lifetime,GREYHOUND,BLACK/GREY,BONES,15106,2099,10/7/2013 10:19:01 AM
Dog Lifetime Spayed Female,LAB MIX,BROWN,RYLEE,15202,2099,10/7/2013 10:22:08 AM
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,MACY,15065,2099,10/7/2013 10:31:54 AM
Dog Lifetime Neutered Male,GOLDENDOODLE,GOLD,OBI,15143,2099,10/7/2013 10:31:55 AM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,CHOCOLATE,SYDNEY,15235,2099,10/7/2013 11:02:37 AM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,BAILEY,15146,2099,10/7/2013 11:02:38 AM
Dog Lifetime Female,GER SHORTHAIR POINT,SPOTTED,LILLY,15227,2099,10/7/2013 12:18:34 PM
Dog Lifetime Spayed Female,MIXED,MULTI,HAZEL,15116,2099,10/7/2013 12:27:39 PM
Dog Lifetime Spayed Female,SCHNAUZER MIN,SILVER,SAMI,15017,2099,10/7/2013 12:31:23 PM
Dog Lifetime Spayed Female,MIXED,MULTI,JENNY,15228,2099,10/7/2013 1:01:15 PM
Dog Lifetime Male,POMERANIAN MIX,BLACK,COOPER,15237,2099,10/7/2013 1:17:20 PM
Dog Lifetime Neutered Male,SHIH TZU MIX,WHITE/BLACK,MICKEY,15237,2099,10/7/2013 1:24:16 PM
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK,DIESEL,15122,2099,10/7/2013 2:23:12 PM
Dog Lifetime Neutered Male,POODLE MIX,BLACK,BUCO,15017,2099,2/6/2014 8:51:13 AM
Dog Senior Lifetime Neutered Male,BICHON FRISE,WHITE,TOBY,15102,2099,10/8/2013 1:17:44 PM
Dog Lifetime Spayed Female,AM PIT BULL TERRIER,BLACK,PRINCESS PEAR BEAR,15108,2099,10/8/2013 1:55:24 PM
Dog Lifetime Spayed Female,FRENCH BULLDOG,WHITE/TAN,ZOEY,15237,2099,10/8/2013 2:05:57 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,ZOEY KLEIN,15229,2099,10/8/2013 2:21:22 PM
Dog Lifetime Neutered Male,DACHSHUND,OTHER,SCHNITZEL,15239,2099,10/8/2013 2:50:03 PM
Dog Lifetime Spayed Female,DACHSHUND,OTHER,STRUDEL,15239,2099,10/8/2013 2:50:03 PM
Dog Senior Lifetime Spayed Female,ENG SETTER,WHITE/BLACK,BAILEY,15090,2099,10/8/2013 2:51:10 PM
Dog Lifetime Neutered Male,DACHSHUND,BLACK/TAN,DUPER,15229,2099,10/8/2013 3:06:24 PM
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,EZEKIEL TOBIAS,15084,2099,10/8/2013 3:14:46 PM
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,EZEKIEL TOBIAS,15084,2099,1/8/2014 10:57:45 AM
Dog Lifetime Male,BERGAMASCO,BLACK,ENZO,15228,2099,10/8/2013 3:17:57 PM
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,LAYLA,15218,2099,10/8/2013 3:26:21 PM
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BLACK,LEO,15241,2099,10/8/2013 3:33:59 PM
Dog Lifetime Neutered Male,MASTIFF,BLACK,MAX,15090,2099,10/9/2013 9:38:03 AM
Dog Senior Lifetime Spayed Female,MIXED,WHITE,LEXI,15122,2099,10/9/2013 9:41:23 AM
Dog Lifetime Spayed Female,BORDER TERRIER,WHITE/BLACK,GUINNESS,15007,2099,10/9/2013 9:51:56 AM
Dog Senior Lifetime Spayed Female,LAB MIX,WHITE/BLACK,MAGGY,15235,2099,10/23/2013 2:55:45 PM
Dog Out of County Transfer - Lifetime,COCKER SPANIEL,TAN,HENSON,15046,2099,10/9/2013 1:43:37 PM
Dog Out of County Transfer - Lifetime,ENG BULLDOG,WHITE/BROWN,BOSS HOG,15046,2099,10/9/2013 2:05:09 PM
Dog Lifetime Neutered Male,WELSH CORGI PEMBROK,WHITE/TAN,GURR,15221,2099,2/12/2014 8:35:49 AM
Dog Senior Lifetime Spayed Female,MIXED,GOLD,CARAMEL,15202,2099,10/10/2013 12:39:12 PM
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BLONDE,LEO,15239,2099,10/10/2013 12:48:22 PM
Dog Lifetime Spayed Female,LAB MIX,WHITE,BONNIE,15090,2099,10/11/2013 8:47:32 AM
Dog Lifetime Duplicate,LAB MIX,WHITE,BONNIE,15090,2099,10/15/2015 9:59:52 AM
Dog Lifetime Duplicate,LAB MIX,WHITE,BONNIE,15090,2099,7/17/2020 3:41:41 PM
Dog Lifetime Neutered Male,LAB MIX,WHITE,CLYDE,15090,2099,10/11/2013 8:47:32 AM
Dog Lifetime Spayed Female,MIXED,BLACK,VEDDER,15126,2099,10/10/2013 2:23:21 PM
Dog Lifetime Neutered Male,BICHON FRISE,WHITE,ZEUS,15122,2099,10/10/2013 3:38:51 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,RED,LUKE,15122,2099,10/10/2013 3:38:51 PM
Dog Lifetime Spayed Female,MALTESE MIX,SPOTTED,SOPHIE,15236,2099,10/10/2013 3:38:52 PM
Dog Lifetime Neutered Male,BRITTANY SPANIEL,WHITE/TAN,HENRY,15014,2099,8/4/2017 3:16:14 PM
Dog Senior Lifetime Spayed Female,LAB MIX,WHITE/TAN,BELLA,15227,2099,10/11/2013 12:05:57 PM
Dog Lifetime Duplicate,LAB MIX,WHITE/TAN,BELLA,15227,2099,11/5/2020 12:00:56 PM
Dog Senior Lifetime Spayed Female,SHIH TZU,WHITE/BLACK,MAGGIE,15239,2099,10/15/2013 8:49:49 AM
Dog Lifetime Neutered Male,GOLDENDOODLE,CREAM,FINLEY,15120,2099,10/15/2013 8:49:49 AM
Dog Lifetime Neutered Male,BEAGLE,TRI-COLOR,HOLDEN,15202,2099,10/11/2013 3:07:29 PM
Dog Lifetime Neutered Male,ENG BULLDOG,WHITE,BUFORD,15090,2099,10/11/2013 3:15:02 PM
Dog Senior Lifetime Male,GER WIREHAIR POINTE,BROWN,BODEY,15234,2099,10/11/2013 3:17:35 PM
Dog Lifetime Neutered Male,POMERANIAN,RED,BEAR,15239,2099,10/16/2013 8:38:25 AM
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK,BUCK,15065,2099,10/15/2013 1:35:13 PM
Dog Lifetime Male,GER SHEPHERD,BLACK,SHADOW,15135,2099,10/15/2013 2:04:09 PM
Dog Senior Lifetime Spayed Female,BISHON FRISE MIX,BRINDLE,ZOEY,15122,2099,10/16/2013 8:38:27 AM
Dog Senior Lifetime Spayed Female,SHIH TZU MIX,WHITE/BLACK,SHEA,15122,2099,10/16/2013 8:38:27 AM
Dog Lifetime Neutered Male,ST BERNARD,WHITE/BROWN,WILBER,15120,2099,10/19/2016 3:18:27 PM
Dog Lifetime Spayed Female,PUG,BLACK,PIXIE,15132,2099,10/16/2013 1:35:12 PM
Dog Lifetime Neutered Male,BICHON FRISE,WHITE,COCO,15227,2099,10/16/2013 1:52:43 PM
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK,SAMPSON,15017,2099,10/16/2013 2:06:27 PM
Dog Lifetime Spayed Female,POODLE MIX,WHITE,LEXI,15133,2099,10/17/2013 8:39:07 AM
Dog Lifetime Neutered Male,MIXED,BLACK/TAN,MILO,15108,2099,10/16/2013 2:11:03 PM
